order_id,order_date,region,product_category,sales_channel,unit_price,quantity,discount_pct,revenue,customer_email,customer_satisfaction
ORD-100886,2023-02-08,Middle East,Groceries,Marketplace,68.12,14,15,895.77,customer886@example.com,4.7
ORD-100545,2023-02-08,Asia Pacific,Home & Garden,Retail Store,74.68,9,0,742.71,customer545@example.com,4.5
ORD-100897,2023-02-09,North America,Groceries,Marketplace,239.92,2,0,531.43,customer897@example.com,
ORD-101020,2023-02-10,Asia Pacific,Toys,Online,48.4,7,15,319.64,customer1020@example.com,5.0
ORD-100541,2023-02-10,Latin America,Groceries,Marketplace,119.8,11,10,1316.41,customer541@example.com,5.0
ORD-101025,2023-02-10,Asia Pacific,Groceries,Wholesale,32.73,14,0,508.59,customer1025@example.com,
ORD-101266,2023-02-10,Europe,Apparel,Retail Store,138.53,13,0,1998.88,customer1266@example.com,4.1
ORD-100857,2023-02-11,Europe,Electronics,Online,50.58,12,20,540.1,customer857@example.com,4.4
ORD-101135,2023-02-12,North America,Groceries,Wholesale,72.35,1,20,735.9625051071305,customer1135@example.com,5.0
ORD-100149,2023-02-12,North America,Home & Garden,Retail Store,95.15,10,20,848.45,customer149@example.com,5.0
ORD-100149,2023-02-12,North America,Home & Garden,Retail Store,95.15,10,20,848.45,customer149@example.com,5.0
ORD-101410,2023-02-14,Asia Pacific,Groceries,Wholesale,81.74,7,15,544.37,customer1410@example.com,4.1
ORD-101350,2023-02-14,Latin America,Apparel,Wholesale,84.63,14,0,1326.1,customer1350@example.com,3.9
ORD-101469,2023-02-14,North America,Sports,Online,38.63,7,5,287.56,customer1469@example.com,3.1
ORD-100618,2023-02-14,North America,Electronics,Marketplace,46.71,7,20,292.77,customer618@example.com,5.0
ORD-100035,2023-02-16,North America,Home & Garden,Marketplace,40.08,1,0,45.04,customer35@example.com,3.3
ORD-101455,2023-02-17,North America,Groceries,Marketplace,29.45,13,10,388.0,customer1455@example.com,3.3
ORD-100278,2023-02-17,Middle East,Toys,Retail Store,121.79,3,10,370.23,customer278@example.com,4.4
ORD-100517,2023-02-18,Middle East,Toys,Wholesale,56.86,8,15,436.19,customer517@example.com,2.9
ORD-101034,2023-02-18,Asia Pacific,Home & Garden,Wholesale,88.32,11,0,1096.01,customer1034@example.com,5.0
ORD-101361,2023-02-19,Middle East,Sports,Online,149.39,11,0,1857.23,customer1361@example.com,4.2
ORD-100044,2023-02-19,Europe,Home & Garden,Retail Store,56.51,4,10,229.92,customer44@example.com,4.8
ORD-100386,2023-02-19,Europe,Apparel,Marketplace,100.88,12,10,1231.36,customer386@example.com,5.0
ORD-100898,2023-02-21,North America,Toys,Marketplace,100.95,11,5,1196.68,customer898@example.com,3.1
ORD-101021,2023-02-22,North America,Toys,Retail Store,112.99,13,15,1418.91,customer1021@example.com,5.0
ORD-100658,2023-02-22,Latin America,Home & Garden,Online,21.38,4,10,87.49,customer658@example.com,4.5
ORD-101214,2023-02-24,Europe,Apparel,Wholesale,105.3,8,10,864.59,customer1214@example.com,4.0
ORD-101252,2023-02-24,Europe,Groceries,Retail Store,197.73,2,5,428.42,customer1252@example.com,3.9
ORD-101054,2023-02-25,Asia Pacific,Home & Garden,Online,109.98,13,5,1551.51,customer1054@example.com,3.1
ORD-100068,2023-02-25,North America,Groceries,Wholesale,90.6,3,5,294.96,customer68@example.com,3.4
ORD-101026,2023-02-26,Latin America,Electronics,Retail Store,77.44,8,15,602.51,customer1026@example.com,4.4
ORD-100216,2023-02-27,Asia Pacific,Apparel,Retail Store,21.99,9,15,192.75,customer216@example.com,
ORD-100126,2023-02-27,North America,Sports,Marketplace,146.53,7,0,1175.51,customer126@example.com,4.5
ORD-101095,2023-02-28,Asia Pacific,Toys,Online,84.1,11,5,1008.78,customer1095@example.com,3.0
ORD-100438,2023-03-01,Europe,Groceries,Online,103.09,7,0,829.65,customer438@example.com,4.7
ORD-100279,2023-03-02,Europe,Apparel,Marketplace,85.45,4,0,393.56,customer279@example.com,4.6
ORD-101360,2023-03-02,North America,Electronics,Retail Store,11.0,6,0,75.98,customer1360@example.com,3.8
ORD-101255,2023-03-03,North America,Home & Garden,Marketplace,194.35,4,5,851.62,customer1255@example.com,4.7
ORD-100430,2023-03-03,Europe,Electronics,Retail Store,30.34,6,0,209.89,customer430@example.com,4.4
ORD-100245,2023-03-03,Latin America,Sports,Wholesale,9.91,7,0,79.97,customer245@example.com,4.1
ORD-101121,2023-03-03,Asia Pacific,Sports,Wholesale,39.4,7,0,318.05,customer1121@example.com,4.6
ORD-101327,2023-03-03,Middle East,Groceries,Marketplace,100.53,3,0,347.77,customer1327@example.com,3.5
ORD-100677,2023-03-03,North America,Electronics,Wholesale,85.82,10,15,841.13,customer677@example.com,4.1
ORD-100880,2023-03-04,Asia Pacific,Sports,Online,78.26,1,0,90.38,customer880@example.com,3.7
ORD-100752,2023-03-04,Latin America,Toys,Retail Store,140.57,7,10,1022.64,customer752@example.com,3.7
ORD-100006,2023-03-04,Latin America,Electronics,Online,104.21,9,0,1083.02,customer6@example.com,2.8
ORD-100195,2023-03-05,Middle East,Electronics,Retail Store,54.7,3,0,189.75,customer195@example.com,4.2
ORD-100727,2023-03-06,Middle East,Toys,Online,144.51,1,0,167.34,customer727@example.com,4.7
ORD-100171,2023-03-07,Latin America,Home & Garden,Marketplace,177.6,13,20,2141.72,customer171@example.com,4.2
ORD-100000,2023-03-07,Middle East,Apparel,Retail Store,66.82,1,0,77.48,customer0@example.com,2.0
ORD-100694,2023-03-07,North America,Toys,Retail Store,38.34,6,0,266.74,customer694@example.com,3.2
ORD-100909,2023-03-08,Latin America,Toys,Marketplace,110.47,8,0,1026.12,customer909@example.com,2.3
ORD-100825,2023-03-08,North America,Groceries,Retail Store,36.2,1,15,35.73,customer825@example.com,4.3
ORD-100132,2023-03-08,Middle East,Electronics,Retail Store,57.23,3,0,199.34,customer132@example.com,3.4
ORD-100358,2023-03-08,Asia Pacific,Toys,Marketplace,184.64,6,0,1286.24,customer358@example.com,4.6
ORD-100032,2023-03-09,Asia Pacific,Sports,Retail Store,72.26,1,0,84.0,customer32@example.com,3.5
ORD-100580,2023-03-10,Middle East,Sports,Online,143.7,3,10,451.61,customer580@example.com,4.1
ORD-100375,2023-03-10,Middle East,Apparel,Online,90.2,5,20,419.94,customer375@example.com,4.0
ORD-100009,2023-03-10,Latin America,Sports,Online,18.13,4,0,84.39,customer9@example.com,3.6
ORD-100950,2023-03-10,Europe,Toys,Wholesale,37.44,11,0,479.32,customer950@example.com,5.0
ORD-100242,2023-03-11,Europe,Apparel,Marketplace,49.47,5,0,288.22,customer242@example.com,1.8
ORD-100699,2023-03-11,Middle East,Toys,Retail Store,40.99,12,20,458.53,customer699@example.com,5.0
ORD-100790,2023-03-11,North America,Apparel,Retail Store,49.37,9,0,517.78,customer790@example.com,3.4
ORD-100976,2023-03-11,Middle East,Sports,Retail Store,62.97,5,5,348.59,customer976@example.com,4.0
ORD-100673,2023-03-11,Middle East,Home & Garden,Retail Store,82.26,11,15,896.27,customer673@example.com,3.4
ORD-100086,2023-03-12,North America,Sports,Wholesale,42.5,2,0,99.16,customer86@example.com,3.3
ORD-100217,2023-03-12,Latin America,Sports,Online,54.61,14,0,892.01,customer217@example.com,4.2
ORD-100587,2023-03-14,Latin America,Electronics,Online,21.0,12,10,265.17,customer587@example.com,3.8
ORD-100890,2023-03-14,Middle East,Groceries,Marketplace,63.03,13,20,766.49,customer890@example.com,3.8
ORD-101435,2023-03-16,Asia Pacific,Apparel,Retail Store,34.37,4,0,161.07,customer1435@example.com,4.8
ORD-100579,2023-03-16,North America,Toys,Retail Store,30.12,8,0,282.29,customer579@example.com,4.1
ORD-101288,2023-03-16,Asia Pacific,Apparel,Retail Store,69.89,11,10,810.69,customer1288@example.com,5.0
ORD-101358,2023-03-17,Latin America,Groceries,Marketplace,145.75,13,15,1888.8,customer1358@example.com,4.5
ORD-100257,2023-03-17,Middle East,Sports,Online,32.18,8,0,301.88,customer257@example.com,5.0
ORD-101449,2023-03-17,Europe,Electronics,Marketplace,91.3,8,0,856.56,customer1449@example.com,5.0
ORD-101165,2023-03-18,Middle East,Home & Garden,Marketplace,117.6,3,0,414.13,customer1165@example.com,3.4
ORD-100515,2023-03-18,North America,Groceries,Retail Store,125.29,10,15,1250.17,customer515@example.com,2.9
ORD-100170,2023-03-19,North America,Groceries,Online,30.22,2,15,60.36,customer170@example.com,5.0
ORD-100459,2023-03-19,Middle East,Electronics,Wholesale,93.81,3,10,297.58,customer459@example.com,3.6
ORD-100582,2023-03-19,Asia Pacific,Apparel,Retail Store,27.89,5,0,163.85,customer582@example.com,4.3
ORD-100817,2023-03-19,Latin America,Sports,Marketplace,148.11,3,15,443.73,customer817@example.com,3.9
ORD-100321,2023-03-20,Middle East,Groceries,Marketplace,134.51,8,20,1012.31,customer321@example.com,3.3
ORD-101226,2023-03-20,North America,Home & Garden,Wholesale,89.62,10,0,1053.87,customer1226@example.com,3.7
ORD-100309,2023-03-21,North America,Sports,Marketplace,276.23,5,20,1300.34,customer309@example.com,5.0
ORD-101271,2023-03-21,Latin America,Sports,Marketplace,109.11,14,0,1797.69,customer1271@example.com,4.4
ORD-100479,2023-03-21,Latin America,Home & Garden,Online,95.17,5,15,476.03,customer479@example.com,3.1
ORD-100807,2023-03-22,Middle East,Home & Garden,Online,35.67,1,5,39.91,customer807@example.com,4.5
ORD-101488,2023-03-23,Middle East,Home & Garden,Wholesale,54.12,2,0,127.59,customer1488@example.com,4.9
ORD-101483,2023-03-23,Middle East,Electronics,Retail Store,130.66,11,15,1439.95,customer1483@example.com,4.8
ORD-101465,2023-03-23,Latin America,Electronics,Marketplace,96.27,12,10,1225.44,customer1465@example.com,4.6
ORD-101320,2023-03-25,Asia Pacific,Home & Garden,Marketplace,106.59,1,5,119.51,customer1320@example.com,4.5
ORD-101215,2023-03-25,Asia Pacific,Sports,Retail Store,23.04,14,0,380.69,customer1215@example.com,4.9
ORD-100500,2023-03-25,Middle East,Home & Garden,Marketplace,62.35,3,0,220.77,customer500@example.com,3.3
ORD-100872,2023-03-25,Europe,Apparel,Online,47.18,14,0,779.6,customer872@example.com,4.5
ORD-100119,2023-03-25,North America,Apparel,Retail Store,32.15,8,0,303.53,customer119@example.com,4.5
ORD-100537,2023-03-26,Europe,Sports,Wholesale,71.3,11,0,926.26,customer537@example.com,3.0
ORD-100364,2023-03-26,Middle East,Sports,Retail Store,91.87,7,5,721.54,customer364@example.com,4.0
ORD-101019,2023-03-26,Europe,Electronics,Wholesale,66.22,1,10,70.38,customer1019@example.com,4.3
ORD-100725,2023-03-27,Middle East,Home & Garden,Wholesale,47.51,3,20,134.73,customer725@example.com,3.4
ORD-100197,2023-03-28,Middle East,Apparel,Wholesale,71.83,3,15,216.56,customer197@example.com,4.8
ORD-100496,2023-03-28,Europe,Electronics,Wholesale,73.62,9,10,705.08,customer496@example.com,3.6
ORD-100777,2023-03-28,Latin America,Groceries,Online,163.03,11,0,2120.29,customer777@example.com,3.2
ORD-100312,2023-03-28,Middle East,Apparel,Retail Store,105.12,10,20,994.31,customer312@example.com,3.2
ORD-101049,2023-03-29,North America,Apparel,Marketplace,176.22,3,0,625.38,customer1049@example.com,3.7
ORD-101156,2023-03-29,North America,Sports,Online,96.76,8,10,824.15,customer1156@example.com,3.2
ORD-101342,2023-03-29,Latin America,Toys,Marketplace,235.36,4,0,1113.66,customer1342@example.com,2.7
ORD-100723,2023-03-29,Asia Pacific,Toys,Retail Store,62.78,11,0,816.94,customer723@example.com,4.0
ORD-100862,2023-03-29,Europe,Electronics,Online,216.35,13,0,3327.03,customer862@example.com,4.6
ORD-100945,2023-03-29,Europe,Sports,Marketplace,33.46,14,10,498.69,customer945@example.com,3.2
ORD-100417,2023-03-30,Europe,Sports,Retail Store,71.0,8,0,672.23,customer417@example.com,4.2
ORD-100385,2023-03-31,Europe,Sports,Online,90.22,5,0,534.09,customer385@example.com,3.9
ORD-100782,2023-03-31,Asia Pacific,Toys,Wholesale,266.42,8,0,2523.51,customer782@example.com,4.7
ORD-100783,2023-03-31,Middle East,Groceries,Marketplace,95.76,3,0,340.13,customer783@example.com,5.0
ORD-101237,2023-04-01,Asia Pacific,Apparel,Online,24.59,5,20,116.52,customer1237@example.com,3.9
ORD-100435,2023-04-01,Europe,Groceries,Online,53.75,10,10,572.95,customer435@example.com,3.6
ORD-100873,2023-04-02,Middle East,Apparel,Wholesale,104.5,1,0,123.82,customer873@example.com,4.0
ORD-100156,2023-04-03,Latin America,Sports,Wholesale,122.53,3,20,348.54,customer156@example.com,3.8
ORD-101004,2023-04-04,Latin America,Toys,Online,18.18,14,0,301.7,customer1004@example.com,3.6
ORD-100017,2023-04-04,Latin America,Groceries,Wholesale,212.87,6,20,1211.41,customer17@example.com,3.0
ORD-100220,2023-04-04,Middle East,Apparel,Retail Store,214.7,2,0,509.1,customer220@example.com,4.0
ORD-100758,2023-04-04,Latin America,Toys,Marketplace,108.28,7,10,808.77,customer758@example.com,4.2
ORD-100944,2023-04-05,Europe,Toys,Marketplace,67.23,7,20,446.46,customer944@example.com,4.9
ORD-100073,2023-04-05,Europe,Apparel,Online,45.8,11,0,597.38,customer73@example.com,4.1
ORD-100704,2023-04-05,North America,Apparel,Wholesale,83.93,14,0,1393.46,customer704@example.com,3.8
ORD-100433,2023-04-06,Middle East,Electronics,Online,169.27,14,5,2670.21,customer433@example.com,2.3
ORD-100413,2023-04-07,Europe,Apparel,Marketplace,43.96,14,5,693.66,customer413@example.com,5.0
ORD-100442,2023-04-07,Latin America,Electronics,Online,152.66,2,0,362.19,customer442@example.com,4.7
ORD-100669,2023-04-07,Latin America,Home & Garden,Marketplace,28.08,10,15,283.09,customer669@example.com,5.0
ORD-100947,2023-04-08,Europe,Sports,Marketplace,48.5,12,0,690.57,customer947@example.com,2.3
ORD-100603,2023-04-09,Europe,Toys,Wholesale,85.16,4,5,383.96,customer603@example.com,2.8
ORD-101357,2023-04-09,North America,Home & Garden,Retail Store,19.47,11,15,216.03,customer1357@example.com,4.4
ORD-101341,2023-04-10,North America,Apparel,Wholesale,58.05,2,0,137.75,customer1341@example.com,2.4
ORD-100822,2023-04-10,Europe,Apparel,Wholesale,43.63,10,10,465.89,customer822@example.com,4.6
ORD-100681,2023-04-11,Asia Pacific,Sports,Online,38.36,13,10,532.56,customer681@example.com,3.9
ORD-100720,2023-04-12,Latin America,Apparel,Marketplace,116.63,1,10,124.55,customer720@example.com,4.9
ORD-101444,2023-04-12,Europe,Toys,Marketplace,20.78,14,5,327.9,customer1444@example.com,3.2
ORD-100117,2023-04-13,Europe,Home & Garden,Wholesale,71.57,10,0,849.11,customer117@example.com,5.0
ORD-100305,2023-04-13,Middle East,Groceries,Wholesale,111.74,2,5,251.89,customer305@example.com,3.6
ORD-100240,2023-04-13,Europe,Groceries,Wholesale,35.78,14,5,564.63,customer240@example.com,4.1
ORD-100768,2023-04-13,Asia Pacific,Home & Garden,Marketplace,135.43,14,15,1912.12,customer768@example.com,3.7
ORD-100619,2023-04-13,Europe,Sports,Wholesale,59.48,7,20,395.19,customer619@example.com,4.9
ORD-100461,2023-04-13,Europe,Sports,Marketplace,286.5,1,0,339.92,customer461@example.com,4.2
ORD-100099,2023-04-13,Asia Pacific,Sports,Online,78.01,8,0,740.49,customer99@example.com,3.6
ORD-101089,2023-04-14,Middle East,Toys,Online,127.42,11,0,1662.72,customer1089@example.com,5.0
ORD-101186,2023-04-14,Asia Pacific,Toys,Retail Store,95.34,6,15,576.84,customer1186@example.com,4.1
ORD-100328,2023-04-14,Middle East,Groceries,Retail Store,76.65,6,0,545.59,customer328@example.com,5.0
ORD-100833,2023-04-15,North America,Toys,Marketplace,14.34,14,0,238.19,customer833@example.com,3.4
ORD-100527,2023-04-16,Asia Pacific,Groceries,Wholesale,139.06,11,10,1632.65,customer527@example.com,3.6
ORD-100923,2023-04-16,Latin America,Home & Garden,Retail Store,140.94,2,0,334.29,customer923@example.com,5.0
ORD-101062,2023-04-16,North America,Apparel,Wholesale,47.6,3,10,152.4,customer1062@example.com,4.5
ORD-100255,2023-04-16,North America,Apparel,Retail Store,105.68,3,5,357.19,customer255@example.com,3.5
ORD-100407,2023-04-16,Latin America,Sports,Retail Store,54.52,4,5,245.69,customer407@example.com,2.0
ORD-100521,2023-04-17,Asia Pacific,Apparel,Retail Store,83.15,13,0,1281.6,customer521@example.com,5.0
ORD-100751,2023-04-18,North America,Groceries,Online,112.96,10,10,1205.08,customer751@example.com,4.0
ORD-100974,2023-04-18,Middle East,Groceries,Online,29.15,10,0,345.54,customer974@example.com,5.0
ORD-100937,2023-04-19,Latin America,Electronics,Retail Store,179.66,4,0,851.58,customer937@example.com,5.0
ORD-100456,2023-04-19,Latin America,Toys,Wholesale,48.78,9,5,494.21,customer456@example.com,3.2
ORD-101103,2023-04-20,Latin America,Electronics,Marketplace,25.26,7,15,178.04,customer1103@example.com,3.9
ORD-101480,2023-04-21,Middle East,Apparel,Retail Store,97.38,10,0,1153.16,customer1480@example.com,5.0
ORD-100356,2023-04-21,Europe,Sports,Marketplace,176.98,6,10,1131.65,customer356@example.com,
ORD-100272,2023-04-21,Latin America,Home & Garden,Wholesale,178.01,6,0,1264.75,customer272@example.com,4.0
ORD-100181,2023-04-22,Latin America,Apparel,Wholesale,111.41,7,20,738.47,customer181@example.com,5.0
ORD-100389,2023-04-22,Europe,Home & Garden,Marketplace,104.17,6,0,739.78,customer389@example.com,3.5
ORD-100535,2023-04-23,Latin America,Sports,Wholesale,71.64,12,20,813.65,customer535@example.com,4.4
ORD-101045,2023-04-23,Middle East,Home & Garden,Online,117.05,7,10,872.43,customer1045@example.com,4.6
ORD-101228,2023-04-23,Asia Pacific,Sports,Marketplace,68.54,5,0,405.45,customer1228@example.com,4.4
ORD-100960,2023-04-23,Asia Pacific,Home & Garden,Marketplace,99.99,12,10,1277.66,customer960@example.com,4.4
ORD-100057,2023-04-23,North America,Toys,Retail Store,39.86,2,10,84.88,customer57@example.com,4.6
ORD-100532,2023-04-24,Latin America,Sports,Marketplace,51.31,5,15,257.86,customer532@example.com,4.1
ORD-100883,2023-04-24,Latin America,Apparel,Marketplace,61.16,3,0,216.96,customer883@example.com,5.0
ORD-101405,2023-04-24,Europe,Toys,Wholesale,116.0,14,20,1536.28,customer1405@example.com,4.6
ORD-100846,2023-04-25,Middle East,Groceries,Retail Store,119.78,7,15,842.35,customer846@example.com,4.0
ORD-100936,2023-04-26,Latin America,Electronics,Online,63.97,4,20,241.81,customer936@example.com,2.7
ORD-100749,2023-04-26,North America,Groceries,Retail Store,68.88,14,0,1139.12,customer749@example.com,2.8
ORD-100286,2023-04-28,Middle East,Toys,Marketplace,33.21,2,0,78.36,customer286@example.com,4.9
ORD-100177,2023-04-28,Latin America,Toys,Wholesale,85.06,8,15,682.42,customer177@example.com,3.8
ORD-100082,2023-04-28,North America,Groceries,Wholesale,158.83,4,20,599.65,customer82@example.com,3.1
ORD-101486,2023-04-29,North America,Apparel,Wholesale,85.25,6,15,512.61,customer1486@example.com,4.7
ORD-101075,2023-04-30,Europe,Electronics,Retail Store,47.6,5,0,280.4,customer1075@example.com,5.0
ORD-100349,2023-05-01,North America,Electronics,Online,131.45,2,0,309.5,customer349@example.com,4.4
ORD-100040,2023-05-01,Asia Pacific,Sports,Retail Store,36.86,4,15,147.53,customer40@example.com,5.0
